Date,Temperature (°C),Humidity (%),Wind Speed (km/h),Hurricane
2023-05-01 00:00:00,32.4,60,121,1
2023-05-02 00:00:00,30.6,90,112,0
2023-05-03 00:00:00,31.6,60,109,0
2023-05-04 00:00:00,30.9,71,118,1
2023-05-05 00:00:00,30.2,75,98,0
2023-05-06 00:00:00,30.9,67,109,0
2023-05-07 00:00:00,29.9,89,107,0
2023-05-08 00:00:00,30.2,61,174,1
2023-05-09 00:00:00,31.6,90,149,1
2023-05-10 00:00:00,31.1,85,180,1
2023-05-11 00:00:00,32.8,86,81,0
2023-05-12 00:00:00,32.7,90,165,1
2023-05-13 00:00:00,29.0,63,90,0
2023-05-14 00:00:00,31.9,90,143,1
2023-05-15 00:00:00,28.8,83,144,1
2023-05-16 00:00:00,30.7,75,179,1
2023-05-17 00:00:00,28.1,72,97,0
2023-05-18 00:00:00,32.4,79,105,0
2023-05-19 00:00:00,31.1,90,153,1
2023-05-20 00:00:00,29.9,73,168,1
2023-05-21 00:00:00,31.0,78,75,0
2023-05-22 00:00:00,30.3,75,165,1
2023-05-23 00:00:00,35.5,69,137,1
2023-05-24 00:00:00,28.4,90,96,0
2023-05-25 00:00:00,31.3,60,136,1
2023-05-26 00:00:00,28.7,64,178,1
2023-05-27 00:00:00,31.4,61,166,1
2023-05-28 00:00:00,30.5,81,152,1
2023-05-29 00:00:00,28.5,81,107,0
2023-05-30 00:00:00,30.9,87,173,1
2023-05-31 00:00:00,28.7,78,108,0
2023-06-01 00:00:00,30.9,73,144,1
2023-06-02 00:00:00,32.7,83,149,1
2023-06-03 00:00:00,30.2,68,104,0
2023-06-04 00:00:00,30.1,86,85,0
2023-06-05 00:00:00,32.4,70,110,0
2023-06-06 00:00:00,28.5,74,97,0
2023-06-07 00:00:00,31.0,64,162,1
2023-06-08 00:00:00,31.6,83,154,1
2023-06-09 00:00:00,30.0,89,155,1
2023-06-10 00:00:00,30.1,64,155,1
2023-06-11 00:00:00,29.1,77,127,0
2023-06-12 00:00:00,32.9,87,84,0
2023-06-13 00:00:00,30.5,72,131,1
2023-06-14 00:00:00,29.7,87,172,1
2023-06-15 00:00:00,28.7,65,133,1
2023-06-16 00:00:00,29.0,61,142,1
2023-06-17 00:00:00,31.2,79,73,0
2023-06-18 00:00:00,33.2,77,114,0
2023-06-19 00:00:00,30.0,63,87,0
2023-06-20 00:00:00,32.1,79,170,1
2023-06-21 00:00:00,32.3,65,81,0
2023-06-22 00:00:00,31.8,77,118,0
2023-06-23 00:00:00,29.6,85,174,1
2023-06-24 00:00:00,29.1,60,88,0
2023-06-25 00:00:00,29.0,62,160,1
2023-06-26 00:00:00,33.8,75,146,1
2023-06-27 00:00:00,29.3,70,145,1
2023-06-28 00:00:00,32.6,83,124,0
2023-06-29 00:00:00,32.2,73,149,1
2023-06-30 00:00:00,32.6,70,166,1
2023-07-01 00:00:00,29.9,61,121,1
2023-07-02 00:00:00,30.9,89,130,0
2023-07-03 00:00:00,30.1,68,135,1
2023-07-04 00:00:00,33.5,63,155,1
2023-07-05 00:00:00,28.9,77,101,0
2023-07-06 00:00:00,33.0,65,159,1
2023-07-07 00:00:00,31.3,72,103,0
2023-07-08 00:00:00,29.8,82,73,0
2023-07-09 00:00:00,31.3,73,120,1
2023-07-10 00:00:00,31.6,90,162,1
2023-07-11 00:00:00,31.3,85,144,1
2023-07-12 00:00:00,30.7,66,119,1
2023-07-13 00:00:00,31.5,81,170,1
2023-07-14 00:00:00,29.3,68,73,0
2023-07-15 00:00:00,32.4,90,100,0
2023-07-16 00:00:00,30.7,85,75,0
2023-07-17 00:00:00,33.4,87,109,0
2023-07-18 00:00:00,31.6,84,136,1
2023-07-19 00:00:00,32.1,81,99,0
2023-07-20 00:00:00,30.2,70,159,1
2023-07-21 00:00:00,30.5,63,157,1
2023-07-22 00:00:00,29.1,75,100,0
2023-07-23 00:00:00,32.5,61,178,1
2023-07-24 00:00:00,32.5,66,87,0
2023-07-25 00:00:00,32.3,69,130,1
2023-07-26 00:00:00,31.3,60,147,1
2023-07-27 00:00:00,30.6,68,167,1
2023-07-28 00:00:00,29.4,81,104,0
2023-07-29 00:00:00,31.0,60,97,0
2023-07-30 00:00:00,30.6,86,70,0
2023-07-31 00:00:00,30.1,73,152,1
2023-08-01 00:00:00,31.0,72,137,1
2023-08-02 00:00:00,29.0,67,177,1
2023-08-03 00:00:00,30.8,88,101,0
2023-08-04 00:00:00,31.2,68,161,1
2023-08-05 00:00:00,34.3,78,123,0
2023-08-06 00:00:00,29.4,79,92,0
2023-08-07 00:00:00,30.0,83,150,1
2023-08-08 00:00:00,32.4,72,144,1
2023-08-09 00:00:00,29.0,67,173,1
2023-08-10 00:00:00,32.8,77,143,1
2023-08-11 00:00:00,31.3,63,91,0
2023-08-12 00:00:00,32.7,74,147,1
2023-08-13 00:00:00,31.8,70,178,1
2023-08-14 00:00:00,29.4,79,132,1
2023-08-15 00:00:00,32.0,70,71,0
2023-08-16 00:00:00,27.5,85,102,0
2023-08-17 00:00:00,28.6,72,155,1
2023-08-18 00:00:00,31.5,67,80,0
2023-08-19 00:00:00,32.7,81,80,0
2023-08-20 00:00:00,28.7,69,138,1
2023-08-21 00:00:00,31.9,85,124,0
2023-08-22 00:00:00,30.1,74,72,0
2023-08-23 00:00:00,32.6,76,115,0
2023-08-24 00:00:00,34.7,85,138,1
2023-08-25 00:00:00,29.4,84,169,1
2023-08-26 00:00:00,30.5,90,85,0
2023-08-27 00:00:00,31.8,60,144,1
2023-08-28 00:00:00,29.9,89,151,1
2023-08-29 00:00:00,30.4,88,87,0
2023-08-30 00:00:00,31.9,78,154,1
2023-08-31 00:00:00,31.3,70,162,1
2023-09-01 00:00:00,32.7,67,180,1
2023-09-02 00:00:00,32.9,90,114,0
2023-09-03 00:00:00,31.1,62,173,1
2023-09-04 00:00:00,30.2,63,133,1
2023-09-05 00:00:00,34.7,83,96,0
2023-09-06 00:00:00,30.7,62,107,0
2023-09-07 00:00:00,32.3,78,149,1
2023-09-08 00:00:00,33.7,71,141,1
2023-09-09 00:00:00,31.3,85,148,1
2023-09-10 00:00:00,32.1,86,122,0
2023-09-11 00:00:00,28.7,90,129,0
2023-09-12 00:00:00,32.4,77,128,0
2023-09-13 00:00:00,29.7,78,152,1
2023-09-14 00:00:00,30.9,77,96,0
2023-09-15 00:00:00,31.1,88,71,0
2023-09-16 00:00:00,30.1,77,99,0
2023-09-17 00:00:00,31.9,65,136,1
2023-09-18 00:00:00,31.4,89,79,0
2023-09-19 00:00:00,32.0,66,130,1
2023-09-20 00:00:00,30.2,88,100,0
2023-09-21 00:00:00,30.1,70,129,1
2023-09-22 00:00:00,31.7,90,117,0
2023-09-23 00:00:00,32.7,73,102,0
2023-09-24 00:00:00,29.9,65,99,0
2023-09-25 00:00:00,30.7,68,89,0
2023-09-26 00:00:00,27.9,89,151,1
2023-09-27 00:00:00,31.2,90,94,0
2023-09-28 00:00:00,30.5,64,159,1
2023-09-29 00:00:00,30.5,83,137,1
2023-09-30 00:00:00,29.2,65,170,1
2023-10-01 00:00:00,31.2,61,139,1
2023-10-02 00:00:00,30.7,81,94,0
2023-10-03 00:00:00,32.1,67,85,0
2023-10-04 00:00:00,30.0,65,161,1
2023-10-05 00:00:00,31.9,66,155,1
2023-10-06 00:00:00,30.1,74,139,1
2023-10-07 00:00:00,29.7,82,165,1
2023-10-08 00:00:00,30.0,74,162,1
2023-10-09 00:00:00,31.8,64,73,0
2023-10-10 00:00:00,30.7,71,162,1
2023-10-11 00:00:00,29.1,90,135,1
2023-10-12 00:00:00,29.5,65,117,1
2023-10-13 00:00:00,27.9,85,127,0
2023-10-14 00:00:00,30.8,71,116,1
2023-10-15 00:00:00,30.0,68,73,0
2023-10-16 00:00:00,32.1,90,157,1
2023-10-17 00:00:00,31.8,90,70,0
2023-10-18 00:00:00,30.7,62,175,1
2023-10-19 00:00:00,32.9,69,97,0
2023-10-20 00:00:00,29.6,75,130,0
2023-10-21 00:00:00,30.4,70,176,1
2023-10-22 00:00:00,32.9,90,111,0
2023-10-23 00:00:00,31.3,84,158,1
2023-10-24 00:00:00,33.3,77,115,0
2023-10-25 00:00:00,33.5,78,180,1
2023-10-26 00:00:00,30.2,76,100,0
2023-10-27 00:00:00,27.6,88,103,0
2023-10-28 00:00:00,31.3,61,161,1
2023-10-29 00:00:00,30.6,86,108,0
2023-10-30 00:00:00,30.2,65,136,1
2023-10-31 00:00:00,30.5,67,82,0
2023-11-01 00:00:00,29.8,65,107,0
2023-11-02 00:00:00,30.2,71,140,1
2023-11-03 00:00:00,33.4,66,95,0
2023-11-04 00:00:00,31.9,78,166,1
2023-11-05 00:00:00,32.1,70,165,1
2023-11-06 00:00:00,31.1,89,89,0
2023-11-07 00:00:00,33.7,81,92,0
2023-11-08 00:00:00,31.3,70,164,1
2023-11-09 00:00:00,31.3,84,126,0
2023-11-10 00:00:00,30.6,66,151,1
2023-11-11 00:00:00,31.3,72,177,1
2023-11-12 00:00:00,29.8,61,124,1
2023-11-13 00:00:00,29.0,64,95,0
2023-11-14 00:00:00,29.9,89,127,0
2023-11-15 00:00:00,32.0,67,164,1
2023-11-16 00:00:00,31.7,68,133,1
2023-11-17 00:00:00,33.2,88,168,1
2023-11-18 00:00:00,31.7,86,136,1
2023-11-19 00:00:00,32.8,64,113,1
2023-11-20 00:00:00,31.9,69,160,1
2023-11-21 00:00:00,33.0,60,95,0
2023-11-22 00:00:00,31.1,83,162,1
2023-11-23 00:00:00,31.8,75,74,0
2023-11-24 00:00:00,30.7,86,132,1
2023-11-25 00:00:00,30.9,63,129,1
2023-11-26 00:00:00,32.5,77,116,0
2023-11-27 00:00:00,31.3,68,132,1
2023-11-28 00:00:00,32.9,65,100,0
2023-11-29 00:00:00,28.6,66,169,1
2023-11-30 00:00:00,32.1,78,129,0
2023-12-01 00:00:00,31.4,71,99,0
2023-12-02 00:00:00,30.3,70,112,1
2023-12-03 00:00:00,32.3,77,176,1
2023-12-04 00:00:00,31.7,80,139,1
2023-12-05 00:00:00,30.0,89,127,0
2023-12-06 00:00:00,32.2,90,71,0
2023-12-07 00:00:00,29.7,73,172,1
2023-12-08 00:00:00,31.8,60,170,1
2023-12-09 00:00:00,31.7,82,109,0
2023-12-10 00:00:00,30.8,63,155,1
2023-12-11 00:00:00,32.2,90,88,0
2023-12-12 00:00:00,30.8,77,126,0
2023-12-13 00:00:00,29.9,84,139,1
2023-12-14 00:00:00,32.0,72,150,1
2023-12-15 00:00:00,28.7,85,71,0
2023-12-16 00:00:00,29.8,87,145,1
2023-12-17 00:00:00,31.4,88,153,1
2023-12-18 00:00:00,29.1,64,144,1
2023-12-19 00:00:00,33.5,62,145,1
2023-12-20 00:00:00,30.9,76,115,0
2023-12-21 00:00:00,31.1,80,95,0
2023-12-22 00:00:00,33.1,90,176,1
2023-12-23 00:00:00,29.6,70,117,1
2023-12-24 00:00:00,31.2,69,176,1
2023-12-25 00:00:00,32.2,84,168,1
2023-12-26 00:00:00,30.7,82,152,1
2023-12-27 00:00:00,33.0,83,119,0
2023-12-28 00:00:00,29.9,66,70,0
2023-12-29 00:00:00,33.1,82,92,0
2023-12-30 00:00:00,31.3,70,126,1
2023-12-31 00:00:00,33.3,74,99,0
2024-01-01 00:00:00,31.8,60,87,0
2024-01-02 00:00:00,32.5,70,74,0
2024-01-03 00:00:00,32.4,60,156,1
2024-01-04 00:00:00,30.5,75,85,0
2024-01-05 00:00:00,30.8,90,71,0
2024-01-06 00:00:00,30.4,86,94,0
2024-01-07 00:00:00,32.2,80,173,1
2024-01-08 00:00:00,32.5,74,158,1
2024-01-09 00:00:00,30.1,68,83,0
2024-01-10 00:00:00,32.0,60,105,0
2024-01-11 00:00:00,28.3,85,85,0
2024-01-12 00:00:00,32.2,83,103,0
2024-01-13 00:00:00,28.7,75,79,0
2024-01-14 00:00:00,30.3,74,146,1
2024-01-15 00:00:00,33.9,72,101,0
2024-01-16 00:00:00,30.6,64,177,1
2024-01-17 00:00:00,32.4,64,100,0
2024-01-18 00:00:00,30.9,83,108,0
2024-01-19 00:00:00,32.6,61,138,1
2024-01-20 00:00:00,30.6,61,95,0
2024-01-21 00:00:00,31.9,81,172,1
2024-01-22 00:00:00,30.1,79,178,1
2024-01-23 00:00:00,29.3,83,100,0
2024-01-24 00:00:00,30.3,68,164,1
2024-01-25 00:00:00,30.9,90,86,0
2024-01-26 00:00:00,30.7,85,111,0
2024-01-27 00:00:00,29.2,87,85,0
2024-01-28 00:00:00,32.5,62,162,1
2024-01-29 00:00:00,30.5,70,100,0
2024-01-30 00:00:00,31.6,60,165,1
2024-01-31 00:00:00,32.7,85,164,1
2024-02-01 00:00:00,26.9,71,162,1
2024-02-02 00:00:00,32.0,88,110,0
2024-02-03 00:00:00,32.2,73,94,0
2024-02-04 00:00:00,33.7,69,72,0
2024-02-05 00:00:00,30.5,63,73,0
2024-02-06 00:00:00,31.5,73,129,1
2024-02-07 00:00:00,29.2,60,86,0
2024-02-08 00:00:00,32.1,84,161,1
2024-02-09 00:00:00,31.7,79,170,1
2024-02-10 00:00:00,33.7,89,125,0
2024-02-11 00:00:00,29.6,80,116,0
2024-02-12 00:00:00,32.0,65,103,0
2024-02-13 00:00:00,32.1,60,159,1
2024-02-14 00:00:00,29.7,75,121,0
2024-02-15 00:00:00,31.0,87,94,0
2024-02-16 00:00:00,28.3,85,78,0
2024-02-17 00:00:00,30.5,77,95,0
2024-02-18 00:00:00,31.7,66,111,1
2024-02-19 00:00:00,33.4,84,123,0
2024-02-20 00:00:00,31.4,67,110,0
2024-02-21 00:00:00,30.6,72,133,1
2024-02-22 00:00:00,31.0,60,179,1
2024-02-23 00:00:00,31.5,75,75,0
2024-02-24 00:00:00,33.0,89,129,0
2024-02-25 00:00:00,32.2,70,99,0
2024-02-26 00:00:00,30.1,74,139,1
2024-02-27 00:00:00,30.5,86,154,1
2024-02-28 00:00:00,31.6,62,123,1
2024-02-29 00:00:00,31.1,82,114,0
2024-03-01 00:00:00,31.0,78,101,0
2024-03-02 00:00:00,29.3,66,163,1
2024-03-03 00:00:00,31.8,89,165,1
2024-03-04 00:00:00,30.1,63,77,0
2024-03-05 00:00:00,32.8,77,168,1
2024-03-06 00:00:00,27.8,60,119,1
2024-03-07 00:00:00,31.1,83,117,0
2024-03-08 00:00:00,32.9,85,142,1
2024-03-09 00:00:00,31.0,83,102,0
2024-03-10 00:00:00,33.2,80,145,1
2024-03-11 00:00:00,29.0,76,101,0
2024-03-12 00:00:00,32.3,80,118,0
2024-03-13 00:00:00,33.1,74,139,1
2024-03-14 00:00:00,28.8,66,89,0
2024-03-15 00:00:00,28.7,71,137,1
2024-03-16 00:00:00,32.1,75,176,1
2024-03-17 00:00:00,31.5,86,83,0
2024-03-18 00:00:00,31.9,60,96,0
2024-03-19 00:00:00,29.7,78,146,1
2024-03-20 00:00:00,32.8,86,170,1
2024-03-21 00:00:00,27.7,62,116,1
2024-03-22 00:00:00,34.2,79,120,0
2024-03-23 00:00:00,30.8,62,149,1
2024-03-24 00:00:00,30.1,72,165,1
2024-03-25 00:00:00,29.6,87,116,0
2024-03-26 00:00:00,28.9,71,78,0
2024-03-27 00:00:00,32.6,84,166,1
2024-03-28 00:00:00,27.9,62,97,0
2024-03-29 00:00:00,30.9,70,150,1
2024-03-30 00:00:00,29.1,67,138,1
2024-03-31 00:00:00,34.5,89,166,1
2024-04-01 00:00:00,30.3,75,127,0
2024-04-02 00:00:00,34.2,86,174,1
2024-04-03 00:00:00,32.1,90,125,0
2024-04-04 00:00:00,30.3,75,147,1
2024-04-05 00:00:00,33.8,64,177,1
2024-04-06 00:00:00,30.6,90,72,0
2024-04-07 00:00:00,30.5,65,124,1
2024-04-08 00:00:00,29.1,69,180,1
2024-04-09 00:00:00,29.6,82,159,1
2024-04-10 00:00:00,31.5,72,131,1
2024-04-11 00:00:00,32.6,67,145,1
2024-04-12 00:00:00,31.3,76,167,1
2024-04-13 00:00:00,31.5,90,161,1
2024-04-14 00:00:00,33.9,60,179,1
2024-04-15 00:00:00,30.4,71,102,0
2024-04-16 00:00:00,28.4,73,142,1
2024-04-17 00:00:00,30.2,65,122,1
2024-04-18 00:00:00,31.5,67,178,1
2024-04-19 00:00:00,33.1,89,92,0
2024-04-20 00:00:00,33.0,78,175,1
2024-04-21 00:00:00,30.7,67,95,0
2024-04-22 00:00:00,30.2,70,155,1
2024-04-23 00:00:00,31.5,89,85,0
2024-04-24 00:00:00,28.5,85,109,0
2024-04-25 00:00:00,31.7,89,103,0
2024-04-26 00:00:00,27.6,85,129,0
2024-04-27 00:00:00,33.6,87,118,0
2024-04-28 00:00:00,28.3,70,114,1
2024-04-29 00:00:00,30.1,77,78,0
2024-04-30 00:00:00,30.8,86,109,0
2024-05-01 00:00:00,32.8,73,97,0
2024-05-02 00:00:00,30.7,64,156,1
2024-05-03 00:00:00,32.1,67,92,0
2024-05-04 00:00:00,32.0,72,74,0
2024-05-05 00:00:00,32.7,77,94,0
2024-05-06 00:00:00,31.3,86,178,1
2024-05-07 00:00:00,30.6,69,111,1
2024-05-08 00:00:00,32.5,77,109,0
2024-05-09 00:00:00,33.5,61,93,0
2024-05-10 00:00:00,31.0,81,125,0
2024-05-11 00:00:00,32.4,63,113,1
2024-05-12 00:00:00,32.9,79,179,1
2024-05-13 00:00:00,28.5,85,82,0
2024-05-14 00:00:00,31.2,80,74,0
2024-05-15 00:00:00,28.5,71,82,0
2024-05-16 00:00:00,30.1,66,110,0
